0.553138,-0.16376,2.04365 , 0.524907,-0.0995407,2.09215,0.565528,0.269455,2.1438,0.647266,0.431261,2.12119,0.457287,0.129052,2.02552,0.356347,-0.0382317,1.92419,0.553135,0.0357299,1.93491,0.605714,-0.0109083,1.93446,0.686839,2.33967,0.830415	,-0.306111	,2.38513,0.908133	,-0.361375	,2.37196,0.493072	,-0.212651	,2.00215,0.69144	,-0.495171	,1.80721,0.492864	,-0.658572	,1.92628,0.441802	,-0.568197	,1.97007,0.610841	,-0.223477	,2.05739,0.550098	,-0.607571	,2.0112,0.493675	,-0.953849	,2.17701,0.556665	,-0.979968	,2.12923,2.466670.496714,-1.01033,2.39644	,1
0.554577,-0.15998,2.04625,0.526018,-0.0972795,2.09367,0.565775,0.269456,2.1435,0.646697,0.431193,2.11985,0.457343,0.129057,2.02548,0.354835,-0.037601,1.92491,0.551727,0.0369332,1.93549,0.604386,-0.00964389,1.93526,0.687144,2.33931,0.830723	,-0.306115	,2.38477,0.908443	,-0.36138	,2.3716,0.493581	,-0.212064	,2.00256,0.689811	,-0.496757	,1.80978,0.491235	,-0.660163	,1.92885,0.44174	,-0.568367	,1.97097,0.612409	,-0.220053	,2.06376,0.550288	,-0.60626	,2.01159,0.494077	,-0.953232	,2.17643,0.556972	,-0.97984	,2.12786,2.466670.496714,-1.01033,2.39644	,1
0.555894,-0.156262,2.04884,0.527188,-0.094709,2.09547,0.56599,0.269459,2.14325,0.646232,0.431147,2.11881,0.45734,0.12912,2.02552,0.353486,-0.03697,1.92564,0.550493,0.0379486,1.93602,0.603237,-0.00860143,1.93597,0.687417,2339,0.830999		,-0.306118	,2.38446,0.908721	,-0.361383	,2.37128,0.494211	,-0.211269	,2.00282,0.687637	,-0.499521	,1.81418,0.489066	,-0.662938	,1.93326,0.441503	,-0.569048	,1.97274,0.613671	,-0.217369	,2.07,0.550507		,-0.604911	,2.01204,0.494477	,-0.952594	,2.1759,0.557246	,-0.97962	,2.12659,2.466670.496714,-1.01033,2.39644	,1
0.556846,-0.153846,2.05072,0.528159,-0.0928164,2.09697,0.566193,0.269452,2.14303,0.645863,0.431106,2.11803,0.457259,0.129347,2.0258,0.35249,-0.0363316,1.92633,0.549577,0.0387673,1.93647,0.602393,-0.00777264,1.93657,0.687674,2.33872,0.831259	,-0.306128	,2.38418,0.908983	,-0.361394	,2371,0.494806		,-0.210563	,2.00305,0.685962	,-0.502139	,1.81853,0.487397	,-0.665564	,1.93761,0.441332	,-0.569893	,1.97479,0.614501	,-0.216055	,2.07394,0.550775	,-0.603935	,2.01256,0.494822	,-0.95223	,2.17553,0.557474	,-0.979655	,2.12554,2.466670.496714,-1.01033,2.39644	,1
0.557528,-0.152163,2.0521,0.52892,-0.0914035,2.09819,0.566381,0.269433,2.14288,0.645568,0.431071,2.11743,0.457121,0.129677,2.02626,0.351772,-0.0357731,1.92692,0.548906,0.0392923,1.93703,0.601774,-0.00723931,1.93725,0.68791,2.3385,0.831498		,-0.30615	,2.38396,0.909224	,-0.361416	,2.37078,0.495333	,-0.209938	,2.00324,0.684745	,-0.504593	,1.82289,0.486187	,-0.668026	,1.94197,0.441248	,-0.570869	,1.97713,0.615054	,-0.215272	,2.07661,0.551023	,-0.603127	,2.01306,0.495116	,-0.951938	,2.17527,0.557653	,-0.979674	,2.1248,2.466670.496714,-1.01033,2.39644		,1
0.558031,-0.151016,2.05315,0.529534,-0.0903674,2.09921,0.566558,0.269413,2.14277,0.645334,0.431044,2.11698,0.456941,0.130125,2.02693,0.351269,-0.0352585,1.9275,0.555593,0.00043781,1.93299,0.606234,-0.0323462,1.93504,0.68813,2.33833,0.831722	,-0.306171	,2.38379,0.90945	,-0.361439	,2.37061,0.495816	,-0.209404	,2.00345,0.683908	,-0.506576	,1.82653,0.485356	,-0.670014	,1.94561,0.441227	,-0.571797	,1.97937,0.615439	,-0.214808	,2.07846,0.551283	,-0.602468	,2.0136,0.495372	,-0.951739	,2.17507,0.5578		,-0.979776	,2.12415,2.466670.496714,-1.01033,2.39644	,1
0.558597,-0.150191,2.05421,0.530219,-0.0895624,2.10029,0.566731,0.26939,2.14268,0.645151,0.431024,2.11664,0.456746,0.130608,2.02771,0.350932,-0.0348227,1.92809,0.559218,-0.0188529,1.93089,0.609292,-0.0483549,1.93353,0.688338,2.33819,0.831933	,-0.306195	,2.38365,0.909663	,-0.361464	,2.37047,0.496529	,-0.208928	,2.00379,0.683113	,-0.508276	,1.82919,0.484566	,-0.671717	,1.94827,0.441164	,-0.572745	,1.98125,0.615936	,-0.214731	,2.08023,0.552475	,-0.601962	,2.01521,0.495954	,-0.951727	,2.17516,0.55811	,-0.980116	,2.12383,2.466670.496714,-1.01033,2.39644	,1
0.559066,-0.149543,2.05511,0.530829,-0.0888921,2.10128,0.566972,0.269343,2.14264,0.645014,0.431005,2.11639,0.456554,0.131108,2.02857,0.350727,-0.0344244,1.92862,0.561025,-0.0282533,1.92994,0.611405,-0.058963,1.93256,0.688584,2.33807,0.832183	,-0.306235	,2.38353,0.909916	,-0.361505	,2.37035,0.497162	,-0.208493	,2.00404,0.682409	,-0.510046	,1.83201,0.483869	,-0.673489	,1.95109,0.441099	,-0.573828	,1.98331,0.616329	,-0.214853	,2.08177,0.553492	,-0.601582	,2.0166,0.4965		,-0.951729	,2.17531,0.558364	,-0.980386	,2.12361,2.466670.496714,-1.01033,2.39644	,1
0.559461,-0.14887,2.05595,0.531381,-0.0881741,2.10224,0.567262,0.269299,2.14264,0.644917,0.430992,2.11621,0.456378,0.131601,2.02945,0.350673,-0.0340903,1.92908,0.562272,-0.0343766,1.92927,0.613109,-0.0668711,1.93175,0.688853,2.33799,0.832456	,-0.306273	,2.38345,0.910191	,-0.361544	,2.37027,0.497764	,-0.207913	,2.00405,0.681672	,-0.512358	,1.83612,0.483139	,-0.675802	,1.9552,0.44101		,-0.57521	,1.98597,0.616606	,-0.215067	,2.08324,0.554098	,-0.601241	,2.01748,0.49701	,-0.951556	,2.17567,0.558573	,-0.980412	,2.1236	,2.466670.496714,-1.01033,2.39644	,1
0.559757,-0.148364,2.05661,0.531814,-0.0876169,2.10302,0.567642,0.269255,2.14273,0.644852,0.430983,2.11608,0.456229,0.132059,2.03029,0.350822,-0.0338335,1.9295,0.56346,-0.0397432,1.93058,0.614655,-0.0740406,1.93275,0.689166,2.33797,0.832775	,-0.30631	,2.38343,0.910513	,-0.361582	,2.37025,0.498256	,-0.207414	,2.00402,0.681108	,-0.514337	,1.83975,0.482581	,-0.677781	,1.95882,0.44093	,-0.57648	,1.98842,0.616779	,-0.215324	,2.08437,0.554537	,-0.600988	,2.01816,0.497439	,-0.951394	,2.17604,0.55875	,-0.980402	,2.12365,2.466670.496714,-1.01033,2.39644	,1
